"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2010","Czech Republic","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","11,788.4",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","58,596.2",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","Final consumption expenditure of households","57,766.9",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","Gross capital formation","34,813.7",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","Gross fixed capital formation","34,754.2",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","Exports of services","13,802.0",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","Imports of services","11,867.4",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Czech Republic","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Denmark","Chain linked volumes (2005), million euro","Gross domestic product at market prices","215,085.1",""
"2010","Denmark","Chain linked volumes (2005), million euro","Final consumption expenditure","162,759.3",""
"2010","Denmark","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","58,481.4",""
"2010","Denmark","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","41,284.8",""
"2010","Denmark","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","104,221.7",""
"2010","Denmark","Chain linked volumes (2005), million euro","Final consumption expenditure of households","100,988.5",""
"2010","Denmark","Chain linked volumes (2005), million euro","Gross capital formation","40,793.8",""
"2010","Denmark","Chain linked volumes (2005), million euro","Gross fixed capital formation","41,252.8",""
"2010","Denmark","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Denmark","Chain linked volumes (2005), million euro","Exports of services","43,798.6",""
"2010","Denmark","Chain linked volumes (2005), million euro","Imports of services","38,851.8",""
"2010","Denmark","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Denmark","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Denmark","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Gross domestic product at market prices","2,446,422.1",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Final consumption expenditure","1,830,630.2",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","467,502.2",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","293,924.2",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","1,363,595.4",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Final consumption expenditure of households","1,326,292.4",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Gross capital formation","473,835.4",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Gross fixed capital formation","472,293.9",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Exports of services","169,082.2",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Imports of services","186,039.2",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Estonia","Chain linked volumes (2005), million euro","Gross domestic product at market prices","11,036.5",""
"2010","Estonia","Chain linked volumes (2005), million euro","Final consumption expenditure","8,195.6",""
"2010","Estonia","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","2,140.3",""
"2010","Estonia","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","1,238.8",""
"2010","Estonia","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","6,019.5",""
"2010","Estonia","Chain linked volumes (2005), million euro","Final consumption expenditure of households","5,851.0",""
"2010","Estonia","Chain linked volumes (2005), million euro","Gross capital formation","2,674.1",""
"2010","Estonia","Chain linked volumes (2005), million euro","Gross fixed capital formation","2,688.4",""
"2010","Estonia","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Estonia","Chain linked volumes (2005), million euro","Exports of services","2,871.2",""
"2010","Estonia","Chain linked volumes (2005), million euro","Imports of services","1,851.0",""
"2010","Estonia","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Estonia","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Estonia","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Ireland","Chain linked volumes (2005), million euro","Gross domestic product at market prices","176,224.2",""
"2010","Ireland","Chain linked volumes (2005), million euro","Final consumption expenditure","109,946.4",""
"2010","Ireland","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","27,214.1",""
"2010","Ireland","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","20,254.5",""
"2010","Ireland","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","82,990.1",""
"2010","Ireland","Chain linked volumes (2005), million euro","Final consumption expenditure of households","81,336.2",""
"2010","Ireland","Chain linked volumes (2005), million euro","Gross capital formation","33,545.8",""
"2010","Ireland","Chain linked volumes (2005), million euro","Gross fixed capital formation","34,002.1",""
"2010","Ireland","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Ireland","Chain linked volumes (2005), million euro","Exports of services","63,161.6",""
"2010","Ireland","Chain linked volumes (2005), million euro","Imports of services","74,694.9",""
"2010","Ireland","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Ireland","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Ireland","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Greece","Chain linked volumes (2005), million euro","Gross domestic product at market prices","195,988.9",""
"2010","Greece","Chain linked volumes (2005), million euro","Final consumption expenditure","177,245.6",""
"2010","Greece","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","42,875.7",""
"2010","Greece","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","21,041.6",""
"2010","Greece","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","134,253.9",""
"2010","Greece","Chain linked volumes (2005), million euro","Final consumption expenditure of households","130,192.4",""
"2010","Greece","Chain linked volumes (2005), million euro","Gross capital formation","35,063.9",""
"2010","Greece","Chain linked volumes (2005), million euro","Gross fixed capital formation","36,991.3",""
"2010","Greece","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Greece","Chain linked volumes (2005), million euro","Exports of services","23,145.1",""
"2010","Greece","Chain linked volumes (2005), million euro","Imports of services","13,972.8",""
"2010","Greece","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Greece","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Greece","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Spain","Chain linked volumes (2005), million euro","Gross domestic product at market prices","980,975.4",""
"2010","Spain","Chain linked volumes (2005), million euro","Final consumption expenditure","753,166.5",""
"2010","Spain","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","201,059.4",""
"2010","Spain","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","115,753.9",""
"2010","Spain","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","552,209.1",""
"2010","Spain","Chain linked volumes (2005), million euro","Final consumption expenditure of households","542,619.0",""
"2010","Spain","Chain linked volumes (2005), million euro","Gross capital formation","241,754.0",""
"2010","Spain","Chain linked volumes (2005), million euro","Gross fixed capital formation","236,802.2",""
"2010","Spain","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Spain","Chain linked volumes (2005), million euro","Exports of services","75,546.4",""
"2010","Spain","Chain linked volumes (2005), million euro","Imports of services","46,783.4",""
"2010","Spain","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Spain","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Spain","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","France","Chain linked volumes (2005), million euro","Gross domestic product at market prices","1,841,298.5",""
"2010","France","Chain linked volumes (2005), million euro","Final consumption expenditure","1,488,310.8",""
"2010","France","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","438,668.4",""
"2010","France","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","283,960.1",""
"2010","France","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","1,049,765.6",""
"2010","France","Chain linked volumes (2005), million euro","Final consumption expenditure of households","1,012,947.3",""
"2010","France","Chain linked volumes (2005), million euro","Gross capital formation","390,062.4",""
"2010","France","Chain linked volumes (2005), million euro","Gross fixed capital formation","394,149.6",""
"2010","France","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","France","Chain linked volumes (2005), million euro","Exports of services","119,963.5",""
"2010","France","Chain linked volumes (2005), million euro","Imports of services","116,013.4",""
"2010","France","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","France","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","France","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Croatia","Chain linked volumes (2005), million euro","Gross domestic product at market prices","37,480.3",""
"2010","Croatia","Chain linked volumes (2005), million euro","Final consumption expenditure","29,742.6",""
"2010","Croatia","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","7,553.0",""
"2010","Croatia","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","3,996.6",""
"2010","Croatia","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","22,172.1",""
"2010","Croatia","Chain linked volumes (2005), million euro","Final consumption expenditure of households","21,810.4",""
"2010","Croatia","Chain linked volumes (2005), million euro","Gross capital formation","8,712.1",""
"2010","Croatia","Chain linked volumes (2005), million euro","Gross fixed capital formation","8,682.6",""
"2010","Croatia","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Croatia","Chain linked volumes (2005), million euro","Exports of services","7,454.6",""
"2010","Croatia","Chain linked volumes (2005), million euro","Imports of services","2,722.3",""
"2010","Croatia","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Croatia","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Croatia","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Italy","Chain linked volumes (2005), million euro","Gross domestic product at market prices","1,466,494.3",""
"2010","Italy","Chain linked volumes (2005), million euro","Final consumption expenditure","1,192,475.2",""
"2010","Italy","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","297,148.0",""
"2010","Italy","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","176,426.3",""
"2010","Italy","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","895,404.1",""
"2010","Italy","Chain linked volumes (2005), million euro","Final consumption expenditure of households","887,209.7",""
"2010","Italy","Chain linked volumes (2005), million euro","Gross capital formation","292,768.2",""
"2010","Italy","Chain linked volumes (2005), million euro","Gross fixed capital formation","286,880.0",""
"2010","Italy","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Italy","Chain linked volumes (2005), million euro","Exports of services","69,797.3",""
"2010","Italy","Chain linked volumes (2005), million euro","Imports of services","77,784.1",""
"2010","Italy","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Italy","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Italy","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Gross domestic product at market prices","17,030.1",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Final consumption expenditure","14,235.2",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","3,107.9",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","1,327.2",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","11,127.3",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Final consumption expenditure of households","10,979.2",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Gross capital formation","4,100.4",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Gross fixed capital formation","3,867.0",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Exports of services","6,560.8",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Imports of services","3,685.5",""
"2010","Cyprus","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Cyprus","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Latvia","Chain linked volumes (2005), million euro","Gross domestic product at market prices","13,395.8",""
"2010","Latvia","Chain linked volumes (2005), million euro","Final consumption expenditure","11,134.6",""
"2010","Latvia","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","2,257.6",""
"2010","Latvia","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","966.3",""
"2010","Latvia","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","8,831.0",""
"2010","Latvia","Chain linked volumes (2005), million euro","Final consumption expenditure of households","8,692.4",""
"2010","Latvia","Chain linked volumes (2005), million euro","Gross capital formation","2,833.3",""
"2010","Latvia","Chain linked volumes (2005), million euro","Gross fixed capital formation","2,942.1",""
"2010","Latvia","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Latvia","Chain linked volumes (2005), million euro","Exports of services","2,256.2",""
"2010","Latvia","Chain linked volumes (2005), million euro","Imports of services","1,250.3",""
"2010","Latvia","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Latvia","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Latvia","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Gross domestic product at market prices","22,266.8",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Final consumption expenditure","17,758.8",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","3,871.5",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","2,074.5",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","13,819.4",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Final consumption expenditure of households","13,766.5",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Gross capital formation","4,821.1",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Gross fixed capital formation","4,276.9",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Exports of services","2,852.0",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Imports of services","2,058.3",""
"2010","Lithuania","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Lithuania","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Gross domestic product at market prices","33,886.6",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Final consumption expenditure","17,694.3",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","5,801.0",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","3,406.9",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","11,892.6",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Final consumption expenditure of households","11,337.7",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Gross capital formation","6,979.4",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Gross fixed capital formation","6,766.6",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Exports of services","47,430.0",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Imports of services","36,148.5",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Luxembourg","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Hungary","Chain linked volumes (2005), million euro","Gross domestic product at market prices","89,969.0",""
"2010","Hungary","Chain linked volumes (2005), million euro","Final consumption expenditure","65,744.1",""
"2010","Hungary","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","19,775.1",""
"2010","Hungary","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","10,271.8",""
"2010","Hungary","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","45,955.1",""
"2010","Hungary","Chain linked volumes (2005), million euro","Final consumption expenditure of households","44,646.9",""
"2010","Hungary","Chain linked volumes (2005), million euro","Gross capital formation","18,711.1",""
"2010","Hungary","Chain linked volumes (2005), million euro","Gross fixed capital formation","19,042.4",""
"2010","Hungary","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Hungary","Chain linked volumes (2005), million euro","Exports of services","14,410.6",""
"2010","Hungary","Chain linked volumes (2005), million euro","Imports of services","12,153.1",""
"2010","Hungary","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Hungary","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Hungary","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Malta","Chain linked volumes (2005), million euro","Gross domestic product at market prices","5,683.0",""
"2010","Malta","Chain linked volumes (2005), million euro","Final consumption expenditure","4,487.5",""
"2010","Malta","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","1,086.7",""
"2010","Malta","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","577.2",""
"2010","Malta","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","3,400.1",""
"2010","Malta","Chain linked volumes (2005), million euro","Final consumption expenditure of households","3,318.2",""
"2010","Malta","Chain linked volumes (2005), million euro","Gross capital formation","1,360.6",""
"2010","Malta","Chain linked volumes (2005), million euro","Gross fixed capital formation","1,241.6",""
"2010","Malta","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Malta","Chain linked volumes (2005), million euro","Exports of services","6,602.9",""
"2010","Malta","Chain linked volumes (2005), million euro","Imports of services","5,441.4",""
"2010","Malta","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Malta","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Malta","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Gross domestic product at market prices","581,246.2",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Final consumption expenditure","413,254.6",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","149,877.6",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","98,281.6",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","263,350.8",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Final consumption expenditure of households","258,369.7",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Gross capital formation","117,692.2",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Gross fixed capital formation","113,368.0",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Exports of services","86,359.0",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Imports of services","95,428.0",""
"2010","Netherlands","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Netherlands","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Austria","Chain linked volumes (2005), million euro","Gross domestic product at market prices","271,106.9",""
"2010","Austria","Chain linked volumes (2005), million euro","Final consumption expenditure","199,747.0",""
"2010","Austria","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","54,676.9",""
"2010","Austria","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","33,112.7",""
"2010","Austria","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","145,094.1",""
"2010","Austria","Chain linked volumes (2005), million euro","Final consumption expenditure of households","139,793.8",""
"2010","Austria","Chain linked volumes (2005), million euro","Gross capital formation","59,182.5",""
"2010","Austria","Chain linked volumes (2005), million euro","Gross fixed capital formation","56,957.7",""
"2010","Austria","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Austria","Chain linked volumes (2005), million euro","Exports of services","36,756.2",""
"2010","Austria","Chain linked volumes (2005), million euro","Imports of services","25,836.7",""
"2010","Austria","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Austria","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Austria","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Poland","Chain linked volumes (2005), million euro","Gross domestic product at market prices","310,741.1",""
"2010","Poland","Chain linked volumes (2005), million euro","Final consumption expenditure","249,081.0",""
"2010","Poland","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","54,466.9",""
"2010","Poland","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","29,076.0",""
"2010","Poland","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","194,677.4",""
"2010","Poland","Chain linked volumes (2005), million euro","Final consumption expenditure of households","191,510.0",""
"2010","Poland","Chain linked volumes (2005), million euro","Gross capital formation","70,116.2",""
"2010","Poland","Chain linked volumes (2005), million euro","Gross fixed capital formation","67,634.4",""
"2010","Poland","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Poland","Chain linked volumes (2005), million euro","Exports of services","23,814.2",""
"2010","Poland","Chain linked volumes (2005), million euro","Imports of services","19,941.4",""
"2010","Poland","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Poland","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Poland","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Portugal","Chain linked volumes (2005), million euro","Gross domestic product at market prices","163,581.0",""
"2010","Portugal","Chain linked volumes (2005), million euro","Final consumption expenditure","141,931.5",""
"2010","Portugal","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","34,165.8",""
"2010","Portugal","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","19,781.4",""
"2010","Portugal","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","107,725.3",""
"2010","Portugal","Chain linked volumes (2005), million euro","Final consumption expenditure of households","104,738.5",""
"2010","Portugal","Chain linked volumes (2005), million euro","Gross capital formation","35,193.3",""
"2010","Portugal","Chain linked volumes (2005), million euro","Gross fixed capital formation","34,426.5",""
"2010","Portugal","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Portugal","Chain linked volumes (2005), million euro","Exports of services","13,582.4",""
"2010","Portugal","Chain linked volumes (2005), million euro","Imports of services","8,537.2",""
"2010","Portugal","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Portugal","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Portugal","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Romania","Chain linked volumes (2005), million euro","Gross domestic product at market prices","92,628.6",""
"2010","Romania","Chain linked volumes (2005), million euro","Final consumption expenditure","83,331.8",""
"2010","Romania","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","13,781.4",""
"2010","Romania","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","7,720.3",""
"2010","Romania","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","69,390.4",""
"2010","Romania","Chain linked volumes (2005), million euro","Final consumption expenditure of households","68,016.8",""
"2010","Romania","Chain linked volumes (2005), million euro","Gross capital formation","25,525.6",""
"2010","Romania","Chain linked volumes (2005), million euro","Gross fixed capital formation","25,716.9",""
"2010","Romania","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Romania","Chain linked volumes (2005), million euro","Exports of services","6,773.6",""
"2010","Romania","Chain linked volumes (2005), million euro","Imports of services","6,590.1",""
"2010","Romania","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Romania","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Romania","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Gross domestic product at market prices","31,852.0",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Final consumption expenditure","23,776.9",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","6,136.9",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","3,618.3",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","17,644.8",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Final consumption expenditure of households","17,360.5",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Gross capital formation","7,214.3",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Gross fixed capital formation","6,955.1",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Exports of services","4,038.6",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Imports of services","3,062.8",""
"2010","Slovenia","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Slovenia","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Gross domestic product at market prices","49,618.2",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Final consumption expenditure","35,943.6",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","9,087.3",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","3,993.0",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","26,858.0",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Final consumption expenditure of households","26,370.4",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Gross capital formation","12,096.3",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Gross fixed capital formation","11,320.6",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Exports of services","3,495.0",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Imports of services","3,961.2",""
"2010","Slovakia","Chain linked volumes (2005), million euro","External balance - Goods",":",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Compensation of employees",":",""
"2010","Slovakia","Chain linked volumes (2005), million euro","Wages and salaries",":",""
"2010","Finland","Chain linked volumes (2005), million euro","Gross domestic product at market prices","171,207.9",""
"2010","Finland","Chain linked volumes (2005), million euro","Final consumption expenditure","127,616.2",""
"2010","Finland","Chain linked volumes (2005), million euro","Final consumption expenditure of general government","37,308.1",""
"2010","Finland","Chain linked volumes (2005), million euro","Individual consumption expenditure of general government","24,586.2",""
"2010","Finland","Chain linked volumes (2005), million euro","Household and NPISH final consumption expenditure","90,311.8",""
"2010","Finland","Chain linked volumes (2005), million euro","Final consumption expenditure of households","85,855.7",""
"2010","Finland","Chain linked volumes (2005), million euro","Gross capital formation","37,273.8",""
"2010","Finland","Chain linked volumes (2005), million euro","Gross fixed capital formation","37,276.4",""
"2010","Finland","Chain linked volumes (2005), million euro","Changes in inventories",":",""
"2010","Finland","Chain linked volumes (2005), million euro","Exports of services","18,573.8",""
